228896	0.09347004945137961	de
139175	0.05683233491365405	,
85450	0.0348936448239392	.
78342	0.03199108160090164	la
63452	0.02591072617166285	d'
54381	0.022206568743951292	i
51190	0.0209035187657981	l'
47788	0.01951430659855362	a
44098	0.018007489168473622	del
37175	0.015180470992743592	/
28550	0.011658438381784252	:
27148	0.011085929428675267	que
26976	0.011015692952259614	el
26544	0.010839285058006345	per
25021	0.010217365560442164	les
22050	0.00900415293584388	en
18132	0.007404231339352436	2015
15739	0.006427045943639311	-
15648	0.006389885947396146	al
14972	0.006113840261018347	)
14063	0.005742648650193763	es
13936	0.005690787996096159	(
12529	0.005116237284951835	amb
11781	0.004810790282865158	s'
10635	0.004342819341165517	Catalunya
10435	0.004261149019751967	dels
10354	0.0042280725395794794	qual
10230	0.004177436940303079	els
10005	0.0040855578287128345	1
9739	0.003976936301232813	Llei
8390	0.003426069983298419	pel
7868	0.003212910444409054	acord
7174	0.0029295144291040355	·
6997	0.002857236194653044	article
6972	0.0028470274044763502	un
6910	0.00282170960483815	ha
6875	0.0028074172985907784	2
6589	0.002690628738969402	3
6425	0.0026236590754102913	aquest
6425	0.0026236590754102913	núm
6370	0.002601199737021565	Barcelona
5578	0.0022777852642239076	2014
5471	0.002234091642267658	Departament
5397	0.002203873623344645	expedient
5373	0.0021940731847750186	procediment
5284	0.002157729891745989	Generalitat
5263	0.0021491545079975662	DOGC
5114	0.0020883101185444715	).
5105	0.0020846349540808618	5
4988	0.002036857816053935	Decret
4959	0.0020250156194489702	;
4900	0.002000922874631973	),
4898	0.0020001061714178376	4
4761	0.001944162001249556	no
4735	0.0019335448594657945	novembre
4656	0.0019012850825074422	terme
4412	0.0018016472903829113	pública
4377	0.00178735498413554	municipal
4251	0.0017359026816450036	termini
4248	0.0017346776268238003	contracte
4076	0.0016644411504081475	26
4067	0.0016607659859445376	règim
4020	0.0016415734604123535	una
3982	0.001626056099343779	c
3890	0.001588487751493546	o
3825	0.0015619448970341423	notificació
3815	0.0015578613809634648	30
3743	0.0015284600652545868	annex
3701	0.0015113092977577414	desembre
3669	0.0014982420463315732	juliol
3602	0.0014708824886580341	publicació
3585	0.0014639405113378824	RESOLUCIÓ
3565	0.0014557734791965273	sobre
3447	0.001407587989562533	va
3410	0.001392478980101026	La
3392	0.0013851286511738067	b
3367	0.0013749198609971129	ANUNCI
3361	0.0013724697513547064	públiques
3315	0.00135368557742959	administratiu
3258	0.0013304095358267283	En
3172	0.0012952912976189018	12
3155	0.00128834932029875	convocatòria
3123	0.001275282068872582	general
3094	0.0012634398722676174	jurídic
3058	0.0012487392144131784	administracions
2894	0.0011817695508540675	resolució
2872	0.0011727858154985768	6
2868	0.0011711524090703058	fa
2857	0.0011666605413925607	data
2838	0.0011589018608582735	13
2829	0.0011552266963946636	aquesta
2795	0.0011413427417543602	10
2775	0.0011331757096130052	Comissió
2750	0.0011229669194363114	Resolució
2689	0.0010980574714051787	octubre
2687	0.0010972407681910433	ambiental
2653	0.0010833568135507397	maig
2623	0.0010711062653387072	11
2611	0.0010662060460538943	EDICTE
2598	0.0010608974751620136	1992
2562	0.0010461968173075746	Servei
2533	0.0010343546207026097	informació
2531	0.0010335379174884743	abril
2523	0.0010302711046319324	El
2506	0.0010233291273117806	tal
2504	0.001022512424097645	persones
2497	0.0010196539628481707	exp
2483	0.0010139370403492224	Administració
2479	0.0010123036339209513	Serveis
2475	0.0010106702274926803	15
2438	0.0009955612180311735	8
2429	0.0009918860535675638	articles
2417	0.0009869858342827509	9
2409	0.0009837190214262088	endemà
2402	0.0009808605601767345	com
2395	0.0009780020989272604	2010
2392	0.000976777044106057	als
2373	0.0009690183635717698	març
2360	0.000963709792679889	serveis
2347	0.0009584012217880083	Territorial
2338	0.0009547260573243986	han
2332	0.0009522759476819921	General
2322	0.0009481924316113147	juny
2282	0.0009318583673286046	14
2276	0.0009294082576861982	Anunci
2265	0.0009249163900084529	sol
2221	0.0009069489192974719	gener
2204	0.0009000069419773201	se
2195	0.0008963317775137104	febrer
2189	0.000893881667871304	Direcció
2188	0.0008934733162642361	licitació
2170	0.0008861229873370167	Pla
2161	0.000882447822873407	públic
2142	0.0008746891423391197	dies
2126	0.0008681555166260357	comú
2092	0.0008542715619857322	provisió
2087	0.0008522298039503935	seva
2062	0.0008420210137736997	7
2042	0.0008338539816323447	hi
1995	0.0008146614561001605	coneixement
1981	0.000808944533601212	entre
1970	0.0008044526659234667	aprova
1956	0.0007987357434245182	agost
1943	0.0007934271725326375	Urbanisme
1937	0.000790977062890231	autorització
1934	0.0007897520080690278	estableix
1914	0.0007815849759276728	Acord
1912	0.0007807682727135372	treball
1909	0.000779543217892334	31
1905	0.0007779098114640631	pogut
1889	0.000771376185750979	27
1869	0.000763209153609624	22
1867	0.0007623924503954886	dependències
1859	0.0007591256375389466	Ajuntament
1857	0.0007583089343248111	L'
1856	0.0007579005827177432	modificació
1840	0.0007513669570046593	20
1833	0.000748508495755185	59
1825	0.000745241682898643	dia
1823	0.0007444249796845075	Edicte
1815	0.0007411581668279655	expedients
1792	0.0007317660798654073	legislatiu
1784	0.0007284992670088653	des
1778	0.0007260491573664588	setembre
1776	0.0007252324541523233	D'
1767	0.0007215572896887136	mitjançant
1730	0.0007064482802272068	2009
1726	0.0007048148737989359	dades
1698	0.0006933810288010389	comparèixer
1692	0.0006909309191586323	Girona
1686	0.0006884808095162259	íntegre
1682	0.0006868474030879548	28
1670	0.0006819471838031419	Institut
1670	0.0006819471838031419	cat
1667	0.0006807221289819387	dur
1652	0.0006745968548759224	recurs
1644	0.0006713300420193804	publicitat
1643	0.0006709216904123126	Atès
1636	0.0006680632291628383	comunica
1636	0.0006680632291628383	altres
1626	0.0006639797130921608	Català
1625	0.0006635713614850931	Oficial
1599	0.0006529542197013316	concessió
1594	0.0006509124616659929	proposta
1591	0.0006496874068447897	Consell
1581	0.0006456038907741122	17
1568	0.0006402953198822314	29
1567	0.0006398869682751636	professional
1567	0.0006398869682751636	persona
1552	0.0006337616941691474	contingut
1552	0.0006337616941691474	educació
1535	0.0006268197168489957	conseqüència
1531	0.0006251863104207246	Sant
1526	0.0006231445523853859	activitat
1520	0.0006206944427429794	disposa
1512	0.0006174276298864374	llocs
1498	0.0006117107073874889	refós
1480	0.0006043603784602694	licitud
1477	0.0006031353236390662	esmentat
1477	0.0006031353236390662	Tarragona
1466	0.0005986434559613209	aprovació
1425	0.0005819010400715432	matèria
1414	0.000577409172393798	poden
1406	0.000574142359537256	interessades
1398	0.0005708755466807139	aprovat
1397	0.0005704671950736462	empresa
1394	0.000569242140252443	quals
1387	0.0005663836790029687	Tramitació
1382	0.00056434192096763	preveu
1382	0.00056434192096763	Descripció
1374	0.000561075108111088	preveuen
1361	0.0005557665372192072	24
1352	0.0005520913727555974	IVA
1350	0.000551274669541462	Objecte
1338	0.000546374450256649	dins
1334	0.000544741043828378	bases
1333	0.0005443326922213102	subvencions
1328	0.0005422909341859715	part
1327	0.0005418825825789038	municipi
1314	0.000536574011687023	Reglament
1311	0.0005353489568658197	relació
1309	0.0005345322536516843	Entitat
1308	0.0005341239020446165	figuren
1303	0.0005320821440092777	2012
1302	0.00053167379240221	Agència
1296	0.0005292236827598036	legacions
1296	0.0005292236827598036	61
1289	0.0005263652215103293	comptar
1289	0.0005263652215103293	esmentada
1284	0.0005243234634749905	administrativa
1284	0.0005243234634749905	text
1283	0.0005239151118679227	Text
1276	0.0005210566506184485	Agricultura
1275	0.0005206482990113807	servei
1272	0.0005194232441901775	decret
1269	0.0005181981893689743	Ramaderia
1266	0.000516973134547771	Pesca
1257	0.0005132979700841612	93
1256	0.0005128896184770935	euros
1255	0.0005124812668700257	Lleida
1255	0.0005124812668700257	documentació
1254	0.000512072915262958	execució
1254	0.000512072915262958	activitats
1253	0.0005116645636558903	18
1252	0.0005112562120488225	Alimentació
1249	0.0005100311572276193	16
1247	0.0005092144540134837	Projecte
1243	0.0005075810475852128	és
1241	0.0005067643443710773	Reial
1236	0.0005047225863357385	any
1235	0.0005043142347286708	lloc
1234	0.000503905883121603	2013
1231	0.0005026808283003998	Modificació
1228	0.0005014557734791965	Territorials
1218	0.000497372257408519	Diari
1213	0.0004953304993731803	sessió
1211	0.0004945137961590448	cos
1203	0.0004912469833025028	00
1196	0.0004883885220530285	centres
1194	0.000487571818838893	BOE
1193	0.0004871634672318253	–
1191	0.0004863467640176898	23
1189	0.00048553006080355427	adjudicació
1188	0.00048512170919648656	Dependència
